"Paratransit, Inc.",ITP_ID,NTD ID,Legacy NTD ID,Kate Review,review comments,PTO trips data inclusion,PTO trips data text info,annual ridership,Only aggregate data,Commuter Bus,Demand Response,Demand response- taxi,Bus,Rail,Other,Source,Year,Link,revenue link (if different source than data source),2017 fare revenue total----,Commuter Bus fare revenue,Demand Response fare revenue,Demand response- taxi fare revenue,Bus Rapid Transit Fare revenue,Bus fare revenue,Commuter rail fare revenue,Heavy rail fare revenue,Light Rail fare revenue,Other modes fare revenue,Other Description,STA1,STA2,Contacted,Trillium client,Agency Acronym,Administering entity,Admin Acronym,Reporter Status,Reporter Type,TypeCode,Reporting Module,Organization Type,Reported By NTD ID,Reported by Name,Subrecipient Type,FY End Date,Original Due Date,Address Line 1,Address Line 2,P.O. Box,Associated Transit Organizations,Agency Notes,Service area density,City,State,Zip Code,Zip Code Ext,Region,URL,FTA Recipient ID,Duns Number,Service Area Sq Miles,Service Area Pop,Primary UZA,UZA Name,Tribal Area Name,Population,Density,Sq Miles,VOMS DO,VOMS PT,Total VOMS,Volunteer Drivers,Personal Vehicles,Operates Transit (Y/N),Potential for GTFS static (Y/N),Transit type,Free fare on fixed-route (Y/N),Fares based on route (Y/N),Fares based on zone (Y/N),Flat fares (Y/N),Reduced fare,Reduced fare categories,Category notes,Transfers Allowed (Y/N),Transfer Time,Transfer Fee (Y/N),Transfers notes,Interagency Transfers (Y/N/?),Interagency transfer notes,Pass times/trips,Pass notes,Reservations (Y/N),Group/school trip Discount (Y/N),Ticket/Pass Sales Methods,Payment Accepted,Ticket Media,Electronic fare program,Ticket validation,Bike fee,Cheaper base fare w/ smartcard (Y/N),Reg/Adult Ticket Price Min,Reg/Adult Ticket Price Max,Pass Price Min,Pass Price Max,Fare capping,GTFS,Real-time status,GTFS Service Alerts,# of fixed routes,GTFS fares (Y/N),GTFS+ Fares (Y/N),Operates Paratransit,Paratransit fare URL,Operates Demand Response,Demand Response fare URL,T_Company,T_Background,T_Tags,T_Phone,T_Email,T_URL,T_URL_Other,T_Created,T_Last_Updated,T_Added by,T_Live in Google Maps,T_NTD ID,T_Number of Routes,T_Trillium client,T-Farebox Ratio % - Year,T_OPEX,Source,County,OPM_ID (DRMT),Local Commission,Metropolitan Planning Organization,Regional Transportation Planning Authority,Caltrans District (int),Caltrans District (string),Combined Address,Street Address,City,Zip,Lat,Long
Merced The Bus,343,90173,9173,x,NTD also lists this agency as Merced County Transit,1,,"822,748",,,"40,404",,"782,344",,,NTD,2017,https://www.transit.dot.gov/sites/fta.dot.gov/files/transit_agency_profile_doc/2017/90173.pdf,,"$1,381,105",,"$149,161",,,"$1,231,944",,,,,,Merced County Association of Governments,,Y,YY,The Bus,Transit Joint Powers Authority for Merced County,TJPAMC,Active,Full Reporter,,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2017,10/31/2017,369 W. 18th street,,,,aka Merced County Transit,Mix,Merced,CA,95340,,9,http://www.mercedthebus.com/,5731,135777782,310,"136,957",235,"Merced, CA",,"136,969","2,882",48,,56,56,,,Y,Y,"busfixedroute, paratransit",,N,Y,N,Y,"age62over, veteran, ADAcard, childunder46in, student","age62over, veteran, ADAcard and childunder46in are free. Student for college student pass only",N,,,,?,,"1day, 7day, 31day, semester",,,,"onboardbus, vendor",,customcard,,magstrip,,,1.50,3,3,180,,http://data.trilliumtransit.com/gtfs/mercedthebus-ca-us/mercedthebus-ca-us.zip,2,,,Y,N,Y,http://www.mercedthebus.com/133/Paratransit,,,,,,,,,,,,,,,,,,,NTD,Merced,1024002,Merced County Association of Governments,Merced County Association of Governments,Merced County Association of Governments,10,10 - Stockton,"369 West 18th Street, Merced, CA, 95340",369 West 18th Street,Merced,95340,37.30201,-120.480867
Grapeline,168,90175,9175,x,,1,,"301,666",,,"31,163",,"270,503",,,SRTP,2017/2018,http://www.lodi.gov/DocumentCenter/View/2407/Lodi-2019-SRTP-Public-Draft-Report-PDF,https://www.transit.dot.gov/sites/fta.dot.gov/files/transit_agency_profile_doc/2017/90175.pdf,"$220,218",,"$63,407",,,"$156,811",,,,,,San Joaquin Council of Governments,,Y,,,"Lodi, City of",,Active,Reduced Reporter,,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2017,10/31/2017,221 West Pine Street,,3006,,,Mix,Lodi,CA,95241,1910,9,http://www.lodi.gov/469/Transit,5578,20004552,16,"64,058",403,"Lodi, CA",,"68,738","4,320",16,,16,16,,,Y,Y,"busfixedroute, paratransit",,N,N,Y,Y,"age0-4, age60over, disabled, medicare",age0-4 free,Y,,,,Y,Grapeline honors SCT/LINK transfers,"10ride, 31day",,,,"onboardbus, cityhall, tcenter","cash, card, check",customcard,,,,,1.25,1.25,12.5,44,,https://www.lodi.gov/DocumentCenter/View/2453/lodi_gtfs-ZIP,4,,,Y,N,Y,http://www.lodi.gov/499/Fares,,,,,,,,,,,,,,,,,,,NTD,San Joaquin,1039004,San Joaquin Council of Governments,San Joaquin Council of Governments,San Joaquin Council of Governments,10,10 - Stockton,"221 West Pine Street, Lodi, CA, 95240",221 West Pine Street,Lodi,95240,38.13453,-121.275951
Altamont Corridor Express,10,90182,9182,x,,1,Annual unlinked trips 2017 1299717,"1,299,717",,,,,,"1,299,717",,NTD,2017,https://www.transit.dot.gov/sites/fta.dot.gov/files/transit_agency_profile_doc/2017/90182.pdf,,"$8,899,220",,,,,,"$8,899,220",,,,,San Joaquin Council of Governments,,Y,,ACE,San Joaquin Regional Rail Commission,SJRRC,Active,Full Reporter,,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2017,10/31/2017,949 East Channel Street,,,"SJJPA, SJRRC, SCVTA","The SJJPA has nominal control over the SJRRC, but delegates all responsibility over ACE to the SJRRC.",Urban,Stockton,CA,95202,,9,http://www.acerail.com/,5859,135967599,28,"4,094,704",102,"Stockton, CA",,"370,583","4,005",93,,25,25,,,Y,Y,rail,,N,Y,N,Y,"disabled, medicare, age65over, age6-12",,,,,,?,"WHEELS, CCCTA, and possibility of multiple interagency transfers. Unclear","20ride, monthly",,,Y,"mobile, online, mail, station, vendor","cash, card, benefit","paper, mobile",,"visual, barcode scanner",,,4.75,15.5,50,400,,https://transitfeeds.com/p/altamont-corridor-express/823/latest/download,2,,,Y,N,,,,,,,,,,,,,,,,,,,,,NTD,San Joaquin,1039003,San Joaquin Council of Governments,San Joaquin Council of Governments,San Joaquin Council of Governments,10,10 - Stockton,"949 East Channel Street, Stockton, CA, 95202",949 East Channel Street,Stockton,95202,37.957064,-121.278868
TRACER,341,90197,9197,x,,1,,"167,000",,,"17,000",,"150,000",,,SRTP,2017,https://www.ci.tracy.ca.us/documents/Short_Range_Transit_Plan_2018.pdf,https://www.transit.dot.gov/sites/fta.dot.gov/files/transit_agency_profile_doc/2017/90197.pdf,"$113,913",,"$22,920",,,"$90,993",,,,,,San Joaquin Council of Governments,,Y,,TRACER,"Tracy, City of",,Active,Reduced Reporter,,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2017,10/31/2017,333 Civic Center Plaza,,,,,Mix,Tracy,CA,95376,,9,https://www.ci.tracy.ca.us/?navid=193,6200,74640111,20,"85,182",334,"Tracy, CA",,"87,569","3,935",22,,13,13,,,Y,Y,"busfixedroute, paratransit",,N,N,Y,Y,"age65over, disabled, medicare, ADAcard, student, age0-6, attendant",age0-6 and attendant free,Y,,N,,,,"1day, 10ride, weekly",,,,"onboardbus, station, cityhall","cash, check",,,,,,1.25,1.25,3,12.5,,Not in Google,6,,7,,,Y,https://www.ci.tracy.ca.us/?navid=193,,,TRACER,,suspect-gtfs,,,http://www.ci.tracy.ca.us/?navId=193,,2018-01-16 21:00:58,2019-02-15 19:09:09,Seth Churnside,N,90197,6,N,,,NTD/Trillium contact,San Joaquin,1039009,San Joaquin Council of Governments,San Joaquin Council of Governments,San Joaquin Council of Governments,10,10 - Stockton,"333 Civic Center Plaza, Tacy, CA, 95376",333 Civic Center Plaza,Tacy,95376,37.737825,-121.419038
Turlock Transit,349,90201,9201,x,,1,Used unlinked trips from 2015 for SRTP http://www.turlocktransit.com/uploads/5/6/5/9/56594837/turlock_short_range_transit_plan_-_final_report.pdf,"126,001",,,"8,706",,"117,295",,,NTD,2017,https://www.transit.dot.gov/sites/fta.dot.gov/files/transit_agency_profile_doc/2017/90201.pdf,,"$91,755",,"$26,206",,,"$65,549",,,,,,Stanislaus Council of Governments,,Y,Y,,"Turlock, City of",,Active,Full Reporter,,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2017,10/31/2017,"156 South Broadway, Suite 150",,,,,Mix,Turlock,CA,95380,5454,9,www.turlocktransit.com,2715,78792496,22,"87,867",300,"Turlock, CA",,"99,904","3,874",26,,10,10,,,Y,Y,"busfixedroute, paratransit",,N,N,Y,Y,"age65over, disabled, medicare, veteran, studentk-12, age0-5",,Y,1hr,N,,Y,StaRT,"1day, 31day, storedvalue5, storedvalue10",,,,"onboardbus, cityhall, mobile",cash,"customcard, mobile",,magstrip,,,1.50,1.5,3.5,50,,http://data.trilliumtransit.com/gtfs/stanislaus-ca-us/stanislaus-ca-us.zip,1,,,Y,N,Y,http://www.turlocktransit.com/fares.html,,,Turlock Transit,fka Bus Line Service of Turlock (also known as BLaST) ,"Stanislaus, client-gtfs, prospect-swiftly",,,http://www.turlocktransit.com/,,2008-12-22 06:57:24,2019-02-12 23:25:34,,Y,,,Y,,,NTD/Trillium contact,Stanislaus,1050004,Stanislaus Council of Governments,Stanislaus Council of Governments,Stanislaus Council of Governments,10,10 - Stockton,"156 South Broadway, Turlock, CA, 95380",156 South Broadway,Turlock,95380,37.492361,-120.846803
Manteca Transit,192,90217,9217,x,,1,,"64,106",,,"14,137",,"49,969",,,NTD,2017,https://www.transit.dot.gov/sites/fta.dot.gov/files/transit_agency_profile_doc/2017/90217.pdf,,"$54,929",,"$26,058",,,"$28,871",,,,,,San Joaquin Council of Governments,,Y,,,"Manteca, City of",,Active,Reduced Reporter,,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2017,10/31/2017,1001 W Center St,,,,,Mix,Manteca,CA,95337,,9,http://www.ci.manteca.ca.us/PublicWorks/MantecaTransit/Pages/default.aspx,6422,4952149,21,"76,908",345,"Manteca, CA",,"83,578","3,828",22,,7,7,,,Y,Y,"busfixedroute, paratransit",,N,N,Y,Y,"age2-18, age0-1, age62over, disabled, medicare, attendant",attendant and age1under are free,Y,2hr,N,,?,,"10ride, 31day, ",,,,onboardbus,,customcard,,magstrip,,,1.00,1,20,60,,https://www.ci.manteca.ca.us/mantecatransit/googletransit/google_transit.zip,2,,,,,Y,http://www.ci.manteca.ca.us/PublicWorks/MantecaTransit/Pages/Dial-a-Ride.aspx,,,,,,,,,,,,,,,,,,,NTD,San Joaquin,1039008,San Joaquin Council of Governments,San Joaquin Council of Governments,San Joaquin Council of Governments,10,10 - Stockton,"1001 West Center Street, Manteca, CA, 95337",1001 West Center Street,Manteca,95337,37.799966,-121.232538
Stanislaus Regional Transit,325,90236,9236,x,,1,,"359,052",,"2,708","45,714,",,"310,630",,,NTD,2017,https://www.transit.dot.gov/sites/fta.dot.gov/files/transit_agency_profile_doc/2017/90236.pdf,,"$559,236","$22,846","$78,779",,,"$457,611",,,,,,Stanislaus Council of Governments,,Y,Y,StaRT,"Stanislaus, County of",,Active,Reduced Reporter,,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2017,10/31/2017,1010 10th Street    Suite 4204,,,,,Mix,Modesto,CA,95354,,9,http://www.srt.org/,1656,786417535,"1,492","540,214",105,"Modesto, CA",,"358,172","3,898",92,,28,28,,,Y,Y,"busfixedroute, demandresponse",,N,N,Y,Y,"age65over, age0-4, disabled, medicare",age0-4 is free,N,,,,Y,https://www.srt.org/fares/transfer-information/,"1day, 31day, 20ride",,,,"tcenter, cityhall, vendor","cash, card",customcard,,,,,1.80,1.8,3.8,52,,http://data.trilliumtransit.com/gtfs/stanislaus-ca-us/stanislaus-ca-us.zip,2,,,Y,N,N,,Y,https://www.srt.org/fares/,,,,,,,,,,,,,,,,,NTD,Stanislaus,1050003,Stanislaus Council of Governments,Stanislaus Council of Governments,Stanislaus Council of Governments,10,10 - Stockton,"1010 10th Street, Modesto, CA, 95354",1010 10th Street,Modesto,95354,37.641085,-121.000156
Amador Regional Transit System,11,9R02-91000,9R02-018,x,,1,,"71,145",,"13,082","17,488,",,"40,575",,,NTD,2017,https://www.transit.dot.gov/sites/fta.dot.gov/files/transit_agency_profile_doc/2017/9R02-91000.pdf,,"$93,568","$19,722","$25,665",,,"$48,181",,,,,,Amador County Transportation Commission,,Y,Y,ARTS,Amador Regional Transit System,ARTS,Active,Rural Reporter,,Rural,Independent Public Agency or Authority of Transit Service,9R02,California Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,11400 American Legion Drive,,,,,Rural,Sutter Creek,CA,95642,,9,http://amadortransit.com/,,156171183,,,,,,,,,16,,16,,,Y,Y,"busfixedroute, paratransit",,Y,Y,N,Y,"age62over, disabled, medicare, age6-17",,N,,,,N,,"1day, monthly",,,,,cash,,,,,,1.00,7,6,120,,http://data.trilliumtransit.com/gtfs/amador-ca-us/amador-ca-us.zip,4,,,Y,N,Y,http://amadortransit.com/dial-a-ride/,,,,,,,,,,,,,,,,,,,NTD,Amador,1003002,Amador County Transportation Commission,Non-MPO Rural RTPA,Amador County Transportation Commission,10,10 - Stockton,"11400 American Legion Drive , Sutter Creek, CA, 95685",11400 American Legion Drive,Sutter Creek,95685,38.375884,-120.800428
Tuolumne County Transit,348,9R02-91057,9R02-035,x,,1,,"115,422",,,"37,016",,"78,406",,,NTD,2017,https://www.transit.dot.gov/sites/fta.dot.gov/files/transit_agency_profile_doc/2017/9R02-91057.pdf,,"$209,203",,"$96,973",,,"$112,230",,,,,,Tuolumne County Transportation Council,,Y,,TCT,"Tuolumne, County of",,Active,Rural Reporter,,Rural,Independent Public Agency or Authority of Transit Service,9R02,California Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,2 South Green Street,,,,general on-demand service available,Rural,Sonora,CA,95370,,9,http://www.tuolumnecountytransit.com/,,969823900,,,,,,,,,20,,20,,,Y,Y,"busfixedroute, paratransit",,N,N,Y,Y,"senior, disabled, medicare, ADAcard, student, age0-12",age12under free,,,,,?,,"1day, 15ride, monthly",,,,onboardbus,,,,,,,2.00,2,5,60,,In Google,2,,,,,Y,https://www.tuolumnecountytransit.com/dial-a-ride,,,,,,,,,,,,,,,,,,,Trillium contact,Tuolumne,1055004,Tuolumne County Transportation Council,Non-MPO Rural RTPA,Tuolumne County Transportation Council,10,10 - Stockton,"2 South Green Street, Sonora, CA, 95370",2 South Green Street,Sonora,95370,37.984887,-120.383961
Calaveras Transit,50,9R02-91063,9R02-007,x,,1,,"40,837",,,,,"40,837",,,NTD,2017,https://www.transit.dot.gov/sites/fta.dot.gov/files/transit_agency_profile_doc/2017/9R02-91063.pdf,,"$77,467",,,,,"$77,467",,,,,,Calaveras County Local Transportation Commission,,Y,YY,,Calaveras County Department of Public Works,CCDPW,Active,Rural Reporter,6,Rural,"City, County or Local Government Unit or Department of Transportation",9R02,California Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,891 Mountain Ranch Road,,,,,Rural,San Andreas,CA,95249,,9,http://calaverastransit.com/,,960761930,,,,,,,,,,14,14,,,Y,Y,busfixedroute,,Y,Y,N,Y,"age65over, disabled, medicare, ADAcard, veteran, student, age7-12",,,,,,,,"15ride, 1day, monthly",,,,"onboardbus, tcenter, mobile, mail","cash, card","customcard, mobile",,"magstrip, visual",,,2.00,3.25,5.25,60,,http://data.trilliumtransit.com/gtfs/calaveras-ca-us/calaveras-ca-us.zip,4,,,Y,N,N,,,,Calaveras Transit,,"client-gtfs, suspect-gtfs2html, suspect-imap, suspect-swiftly, ESTA",(209) 754-4450,,,,2011-08-02 18:17:13,2019-01-15 00:17:22,Matt Gridley,Y,9R02-91063,6 regular + Saturday Hopper,Y,8.27% - 2017,,NTD/Trillium contact,Calaveres,1005002,Calaveras Council of Governments,Non-MPO Rural RTPA,Calaveras Council of Governments,10,10 - Stockton,"891 Mountain Ranch Road, San Andreas, CA, 95249",891 Mountain Ranch Road,San Andreas,95249,38.191088,-120.666962
Yosemite Area Regional Transportation System,374,9R02-91070,9R02-019,x,,1,,"106,744",,,,,"106,744",,,NTD,2017,https://www.transit.dot.gov/sites/fta.dot.gov/files/transit_agency_profile_doc/2017/9R02-91070.pdf,,"$479,998",,,,,"$479,998",,,,,,Merced County Association of Governments,,Y,Y,YARTS,Merced County Association of Governments,MCAG,Active,Rural Reporter,,Rural,Independent Public Agency or Authority of Transit Service,9R02,California Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,369 W 18th Street,,,,,Mix,Merced,CA,95340,4801,9,http://www.YARTS.com,,30965784,,,,,,,,,,10,10,,,Y,Y,busfixedroute,,N,Y,N,Y,"age62over, age6-17, age0-5, disabled",age0-5 free,N,,,,,,"monthly, 10ride, 20trip",,,,"onboard, online, vendor",,,,,,,2.00,22,13,252,,http://data.trilliumtransit.com/gtfs/yosemite-ca-us/yosemite-ca-us.zip,4,,,Y,N,,,,,,,,,,,,,,,,,,,,,Trillium contact,Merced,1024004,Merced County Association of Governments,Merced County Association of Governments,Merced County Association of Governments,10,10 - Stockton,"300 Grogan Avenue, Merced, CA, 95341",300 Grogan Avenue,Merced,95341,37.292648,-120.517054
eTrans,107,9R02-91078,9R02-061,x,,1,,"2,137",,,"1,416",,721,,,NTD,2017,https://www.transit.dot.gov/sites/fta.dot.gov/files/transit_agency_profile_doc/2017/9R02-91078.pdf,,"$3,020",,"$2,040",,,$980,,,,,,San Joaquin Council of Governments,,,,eTrans,"Escalon, City of",,Active,Rural Reporter,5,Rural,"City, County or Local Government Unit or Department of Transportation",9R02,California Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,2060 McHenry Avenue,,,,,Rural,Escalon,CA,95320,,9,http://cityofescalon.org/cms/one.aspx?pageId=13056687,,27280366,,,,,,,,,,2,2,,,Y,N,demandresponse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,http://cityofescalon.org/UserFiles/Servers/Server_10745808/File/Government/Departments/Transit%20Service/eTrans%20Fares%20-%207-16-2012.pdf,,,,,,,,,,,,,,,,,Trillium contact,San Joaquin,1039007,San Joaquin Council of Governments,San Joaquin Council of Governments,San Joaquin Council of Governments,10,10 - Stockton,"2060 McHenry Avenue, Escalon, CA, 95320",2060 McHenry Avenue,Escalon,95320,37.788196,-120.995854
Mariposa County Transit,195,9R02-91082,9R02-094,x,,1,,"5,314",,,"5,314",,,,,NTD,2017,https://www.transit.dot.gov/sites/fta.dot.gov/files/transit_agency_profile_doc/2017/9R02-91082.pdf,,"$37,423",,"$37,423",,,,,,,,,Mariposa County Local Transportation Commission,,,,Mari-Go,"Mariposa, County of",,Active,Rural Reporter,,Rural,"City, County or Local Government Unit or Department of Transportation",9R02,California Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,5246 Spriggs Lane,,,,,Rural,Mariposa,CA,95338,8531,9,http://ca-mariposacounty.civicplus.com/422/Transportation,,623258027,,,,,,,,,8,,8,,,Y,N,demandresponse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trillium contact,Mariposa,1022002,Mariposa County Local Transportation Commission,Non-MPO Rural RTPA,Mariposa County Local Transportation Commission,10,10 - Stockton,"4639 Ben Hur Road, Mariposa, CA, 95338",4639 Ben Hur Road,Mariposa,95338,37.461966,-119.947583
Alpine County Local Transportation Commission,9,9R02-91116,9R02-055,x,,1,,454,,0,,0,0,0,cutaway (1) // minivan (1),NTD,2017,https://www.transit.dot.gov/sites/fta.dot.gov/files/transit_agency_profile_doc/2017/9R02-91116.pdf,,"$6,405",,"$6,405",,,,,,,,,Alpine County Transportation Commission,,,,ACLTC,"Alpine, County of",,Active,Rural Reporter,6,Rural,"City, County or Local Government Unit or Department of Transportation",9R02,California Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,50 Diamond Valley Road,,,,,Rural,Markleeville,CA,96120,,9,http://www.alpinecountyca.gov/index.aspx?NID=159,,4939302,,,,,,,,,2,,2,,,Y,N,demandresponse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trillium contact,Alpine,1002001,Alpine County Local Transportation Commission,Non-MPO Rural RTPA,Alpine County Local Transportation Commission,10,10 - Stockton,"99 Water Street, Markleeville, CA, 96120",99 Water Street,Markleeville,96120,38.69452,-119.779054
Blossom Express,265,,,x,,1,,"34,320",,,,"34,320",,,,NTD,2017,https://www.transit.dot.gov/sites/fta.dot.gov/files/transit_agency_profile_doc/2017/5R06-50290.pdf,,"$96,024",,,"$96,024",,,,,,,,San Joaquin Council of Governments,,Y,,,"Ripon, City of",RTBS,,,,,,,,,,,,,,,,Rural,Ripon,CA,,,,http://www.cityofripon.org/cms/one.aspx?portalId=1080111&pageId=2984496,,,,,,,,,,,,,,,,Y,Y,busfixedroute,,N,N,Y,Y,"age60over, age0-4, age5-17, disabled, attendant",age0-4 and attendant free,,,,,,,1day,,,,onboardbus,cash,,,,,,2.00,2,4,4,,https://data.trilliumtransit.com/gtfs/blossomexpress-ca-us/blossomexpress-ca-us.zip,4,,1,,,,,,,,,,,,,,,,,,,,,,,https://www.apta.com/resources/links/unitedstates/Pages/CaliforniaTransitLinks.aspx,San Joaquin,1039005,San Joaquin Council of Governments,San Joaquin Council of Governments,San Joaquin Council of Governments,10,10 - Stockton,"259 North Wilma Avenue, Ripon, CA, 95366",259 North Wilma Avenue,Ripon,95366,37.741586,-121.136092
Ceres Area Transit,62,,,x,,1,,"33,192",,,"13,807",,"19,385",,,State Controller,2017,https://bythenumbers.sco.ca.gov/Raw-Data/Transit-Operators-Raw-Data-for-Fiscal-Years-2003-2/ez7u-5dub,State controller data,"$70,560",,,,,"$70,560",,,,,,Stanislaus Council of Governments,,Y,Y,CAT,"Ceres, City of",,,,,,,,,,,,,,,,,Rural,Ceres,CA,,,,http://www.ci.ceres.ca.us/296/Transportation,,,,,,,,,,,,,,,,Y,Y,"busfixedroute, paratransit",,N,N,Y,Y,"juryduty, age0-5, ",juryduty to courthouse only. age0-5 is free,,,,,Y,"Transfers to MAX, Modesto Area Dial-A-Ride (MADAR) & StaRT cost 25 cents.","10ride, storedvalue10, 31day",,,,"onboardbus, ",,customcard,,magstrip,,,1.50,1.5,10,39,,http://data.trilliumtransit.com/gtfs/stanislaus-ca-us/stanislaus-ca-us.zip,4,,,Y,N,N,,,,,,,,,,,,,,,,,,,,https://www.apta.com/resources/links/unitedstates/Pages/CaliforniaTransitLinks.aspx,Stanislaus,1050005,Stanislaus Council of Governments,Stanislaus Council of Governments,Stanislaus Council of Governments,10,10 - Stockton,"2220 Magnolia Street, Ceres, CA, 95307",2220 Magnolia Street,Ceres,95307,37.593074,-120.955257
San Diego Metropolitan Transit System,278,90026,9026,x,,1,"Urban Frequent 30,825,404 
Urban Standard 9,646,605 
Rapid 6,280,924 
Express 2,191,658 
Circulator 741,301
Premium/Rapid Express 287,562 
Rural 75,488 
All Fixed-Route Bus Modes 50,048,942 
Demand-Responsive 529,091 
Light Rail (Blue, Orange, Green) 37,607,470 
Light Rail (Silver) 31,749 
System Total Passengers 88,217,252      ","88,217,252",,,"529,091",,"50,048,942","37,639,219",,SDMTS performance monitoring report,2016/2017,https://www.sdmts.com/sites/default/files/attachments/fy17_annual_service_performance_monitoring_report_route_statistics.pdf,https://www.transit.dot.gov/sites/fta.dot.gov/files/transit_agency_profile_doc/2017/90026.pdf,"$93,279,455","$1,196,656","$2,878,169",,,"$50,236,221",,,"$38,968,409",,,San Diego Metropolitan Transit System,,Y,,MTS,San Diego Metropolitan Transit System,MTS,Active,Full Reporter,,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2017,10/31/2017,1255 Imperial Avenue,Suite 1000,,NCTD (Compass card),"MTS owns assets of: San Diego Trolley, Inc. (SDTI); San Diego Transit Corporation (SDTC); and the San Diego & Arizona Eastern (SD&AE) Railway Company.",Urban,San Diego,CA,92101,,9,http://www.sdmts.com/,2301,153682703,720,"2,462,707",15,"San Diego, CA",,"2,956,746","4,037",732,329,454,783,,,Y,Y,"busfixedroute, paratransit",,Y,Y,Y,Y,"disabled, medicare, age60over, age0-5, age6-18",age0-5 are free. On Saturdays and Sundays up to two children (age 12 and under) may ride free with a fare-paying adult (age 18 or older) on all MTS routes.,N,,,,?,,"1day, 2day, 3day, 4day, 14day, 30day, monthly","Regional,Rapid Express / Premium, COASTER",,,"mobile, vendor, kiosk, online, ","cash, card","paper, Compasscard",Compasscard,"fareboxtap, visual",,N,2.25,10,5,165,,https://www.sdmts.com/google_transit_files/google_transit.zip,1,,,Y,N,Y,https://www.sdmts.com/rider-info-accessibility/mts-access,,,,,,,,,,,,,,,,,,,NTD,San Diego,1137021,San Diego Association of Governments,San Diego Association of Governments,San Diego Association of Governments,11,11 - San Diego,"1255 Imperial Avenue, San Diego, CA, 92101",1255 Imperial Avenue,San Diego,92101,32.705746,-117.153178
